,DATE,SERIES,OPEN,HIGH,LOW,PREV_CLOSE,LTP,CLOSE,VWAP,52W_H,52W_L,VOLUME,VALUE,NO_OF_TRADES
0,14/08/2020,EQ,15.9,15.9,15.1,15.85,15.1,15.1,15.2,87.3,5.65,190650308,2897679433.0,150282
1,13/08/2020,EQ,17.05,17.05,15.65,16.25,15.95,15.85,16.31,87.3,5.65,722526435,11786375910.0,578033
2,12/08/2020,EQ,16.25,16.25,16.25,15.5,16.25,16.25,16.25,87.3,5.65,31868264,517859290.0,14901
3,11/08/2020,EQ,15.5,15.5,15.5,14.8,15.5,15.5,15.5,87.3,5.65,34750937,538639523.5,18158
4,10/08/2020,EQ,14.5,14.8,14.3,14.1,14.8,14.8,14.73,87.3,5.65,221530509,3263721848.0,118656
5,07/08/2020,EQ,14.0,14.1,13.35,13.45,14.1,14.1,13.98,92.45,5.65,706276532,9875651986.0,328481
6,06/08/2020,EQ,13.45,13.45,13.15,12.85,13.45,13.45,13.43,92.45,5.65,426044874,5721766844.0,149380
7,05/08/2020,EQ,12.25,12.85,12.2,12.25,12.85,12.85,12.75,92.45,5.65,372810294,4755194418.0,109656
8,04/08/2020,EQ,12.3,12.4,12.15,12.0,12.25,12.25,12.24,92.45,5.65,157100547,1923030074.0,147016
9,03/08/2020,EQ,12.0,12.05,11.9,11.95,12.0,12.0,11.97,92.45,5.65,90338901,1081581338.0,69307
10,31/07/2020,EQ,12.05,12.1,11.9,11.95,12.0,11.95,11.98,98.7,5.65,120256191,1440410820.0,104416
11,30/07/2020,EQ,11.95,12.1,11.85,11.7,11.95,11.95,11.97,98.7,5.65,224040797,2681700597.0,138434
12,29/07/2020,EQ,12.0,12.3,11.65,11.9,11.75,11.7,12.01,98.7,5.65,596484508,7162007021.0,305776
13,28/07/2020,EQ,11.1,11.95,11.1,12.3,11.9,11.9,11.55,98.7,5.65,1057437063,12212963858.0,389359
14,27/07/2020,EQ,12.3,12.3,12.3,13.65,12.3,12.3,12.3,98.7,5.65,299502649,3683882583.0,165397
15,24/07/2020,EQ,14.0,14.4,13.55,14.75,13.7,13.65,13.85,98.7,5.65,455416170,6309435553.0,306568
16,23/07/2020,EQ,14.6,16.45,14.6,18.25,14.75,14.75,15.19,98.7,5.65,453542330,6891334659.0,355743
17,22/07/2020,EQ,18.65,19.0,18.05,19.3,18.35,18.25,18.49,98.7,5.65,47895059,885428232.1,77042
18,21/07/2020,EQ,19.0,19.45,18.8,19.45,19.45,19.3,19.16,98.7,5.65,27568130,528123800.0,53694
19,20/07/2020,EQ,19.8,19.95,18.7,19.8,19.45,19.45,19.42,98.7,5.65,36859961,715992322.0,67153
20,17/07/2020,EQ,18.4,20.4,18.1,19.2,19.9,19.8,19.31,108.5,5.65,71216655,1374963497.0,119434
21,16/07/2020,EQ,20.0,20.25,18.7,20.45,19.15,19.2,19.06,108.5,5.65,38231469,728652689.2,93991
22,15/07/2020,EQ,20.5,22.0,20.3,20.95,20.5,20.45,20.96,108.5,5.65,43266944,906745145.3,97745
23,14/07/2020,EQ,21.8,21.8,20.3,22.05,20.9,20.95,20.89,108.5,5.65,36853467,769703543.5,83277
24,13/07/2020,EQ,22.05,23.5,21.0,25.55,22.05,22.05,22.47,108.5,5.65,70087262,1574551965.0,174461
25,10/07/2020,EQ,26.7,26.75,24.2,26.65,25.6,25.55,25.52,108.5,5.65,54312841,1385856837.0,99913
26,09/07/2020,EQ,27.5,27.5,26.2,26.05,26.7,26.65,26.71,108.5,5.65,42188239,1126675773.0,74939
27,08/07/2020,EQ,25.2,27.1,24.0,25.75,26.1,26.05,26.08,108.5,5.65,33211696,866195395.8,73938
28,07/07/2020,EQ,26.05,26.1,25.5,26.05,25.8,25.75,25.73,108.5,5.65,19466396,500774755.9,55306
29,06/07/2020,EQ,26.4,26.45,25.95,26.15,26.15,26.05,26.06,108.5,5.65,12734350,331872400.6,39049
30,03/07/2020,EQ,26.5,26.55,25.8,26.25,26.1,26.15,26.09,110.5,5.65,14816009,386479213.2,41157
31,02/07/2020,EQ,27.3,27.3,26.05,26.9,26.35,26.25,26.55,110.5,5.65,15605957,414300997.1,38191
32,01/07/2020,EQ,25.75,28.35,25.0,25.6,26.8,26.9,26.44,110.5,5.65,27490306,726904669.0,56477
33,30/06/2020,EQ,26.5,26.6,25.5,26.1,25.6,25.6,25.76,110.5,5.65,16166021,416448500.6,39077
34,29/06/2020,EQ,26.8,26.9,26.0,26.75,26.15,26.1,26.23,110.5,5.65,10632406,278849906.7,30951
35,26/06/2020,EQ,27.2,27.25,26.6,27.0,26.85,26.75,26.82,114.65,5.65,12130891,325305157.4,34452
36,25/06/2020,EQ,27.05,27.25,26.55,27.05,27.0,27.0,27.01,114.65,5.65,9662127,261007118.9,26461
37,24/06/2020,EQ,27.8,27.8,27.05,27.55,27.1,27.05,27.43,114.65,5.65,14015494,384378671.5,38172
38,23/06/2020,EQ,27.8,27.8,27.4,27.75,27.55,27.55,27.55,114.65,5.65,16733550,461075047.0,42941
39,22/06/2020,EQ,28.1,28.5,27.35,28.0,27.75,27.75,27.85,114.65,5.65,19374480,539653316.3,74861
40,19/06/2020,EQ,28.2,28.3,27.9,28.0,28.0,28.0,28.07,118.35,5.65,9275438,260315407.9,25762
41,18/06/2020,EQ,27.7,28.2,27.4,27.65,28.1,28.0,27.91,118.35,5.65,11551012,322349405.2,27872
42,17/06/2020,EQ,27.35,28.3,27.05,28.4,27.85,27.65,27.85,118.35,5.65,12798061,356469765.6,76556
43,16/06/2020,EQ,29.5,29.95,27.55,29.0,28.3,28.4,28.49,118.35,5.65,22459083,639856634.3,51786
44,15/06/2020,EQ,30.0,30.8,28.8,29.5,29.05,29.0,29.54,118.35,5.65,13440399,397085530.0,38914
45,12/06/2020,EQ,28.0,29.7,28.0,29.8,29.6,29.5,28.97,145.0,5.65,12412232,359529823.5,50306
46,11/06/2020,EQ,30.6,31.7,29.6,30.4,29.9,29.8,30.62,145.0,5.65,20837420,638084685.1,54584
47,10/06/2020,EQ,30.35,30.75,30.0,29.85,30.6,30.4,30.42,145.0,5.65,15647848,475980742.5,37064
48,09/06/2020,EQ,31.0,31.6,29.7,30.6,29.75,29.85,30.69,145.0,5.65,23134391,710087493.6,92469
49,08/06/2020,EQ,29.6,32.0,29.0,28.85,30.65,30.6,30.73,145.0,5.65,49257680,1513458505.0,140105
50,05/06/2020,EQ,28.0,29.2,28.0,27.95,28.95,28.85,28.53,153.85,5.65,18870401,538317879.6,64928
51,04/06/2020,EQ,28.0,28.7,27.8,27.95,27.95,27.95,28.16,153.85,5.65,12148979,342069466.8,53365
52,03/06/2020,EQ,27.6,29.4,27.25,27.15,28.0,27.95,28.2,153.85,5.65,31713741,894460499.0,85843
53,02/06/2020,EQ,27.25,27.4,27.05,27.15,27.25,27.15,27.19,153.85,5.65,10006691,272085628.6,47119
54,01/06/2020,EQ,27.55,27.6,27.0,26.85,27.25,27.15,27.24,153.85,5.65,11175200,304378683.7,33191
55,29/05/2020,EQ,26.5,27.4,26.5,27.0,26.8,26.85,27.0,157.0,5.65,15150164,409053160.0,41967
56,28/05/2020,EQ,27.85,28.8,26.85,27.6,26.95,27.0,27.63,157.0,5.65,27673481,764635781.6,72303
57,27/05/2020,EQ,27.45,27.9,27.35,27.4,27.85,27.6,27.62,157.0,5.65,12273293,338970211.4,33879
58,26/05/2020,EQ,26.95,28.15,26.35,26.55,27.4,27.4,27.28,157.0,5.65,19431968,530108660.0,51815
59,22/05/2020,EQ,26.95,27.0,26.0,26.9,26.6,26.55,26.5,157.0,5.65,14604827,387088689.8,51172
60,21/05/2020,EQ,27.2,27.6,26.8,27.15,26.9,26.9,27.08,157.0,5.65,12109506,327971317.8,52210
61,20/05/2020,EQ,27.15,27.6,27.1,27.4,27.2,27.15,27.24,157.0,5.65,9932936,270533181.5,41038
62,19/05/2020,EQ,27.7,28.0,27.1,27.55,27.4,27.4,27.62,157.0,5.65,16161651,446327353.6,51088
63,18/05/2020,EQ,28.65,28.65,26.8,28.7,27.6,27.55,27.67,157.0,5.65,20466695,566298009.1,61339
64,15/05/2020,EQ,28.2,29.0,27.3,28.2,28.7,28.7,28.5,165.45,5.65,23447394,668170313.3,72060
65,14/05/2020,EQ,28.4,28.8,27.9,28.65,28.2,28.2,28.32,165.45,5.65,13377407,378897491.0,45799
66,13/05/2020,EQ,29.0,29.45,28.1,27.95,28.75,28.65,28.61,165.45,5.65,25829898,738996732.8,97833
67,12/05/2020,EQ,27.7,28.4,26.85,27.8,27.95,27.95,27.76,165.45,5.65,21395834,593995890.3,74548
68,11/05/2020,EQ,27.25,28.05,26.7,27.05,27.75,27.8,27.59,165.45,5.65,29809727,822459886.6,83625
69,08/05/2020,EQ,28.1,28.8,26.65,28.1,26.95,27.05,27.45,174.25,5.65,28714694,788203422.6,95719
70,07/05/2020,EQ,25.75,31.55,25.55,26.3,28.05,28.1,28.98,174.25,5.65,99686585,2888732506.0,227237
71,06/05/2020,EQ,26.4,26.75,25.0,26.6,26.4,26.3,26.13,174.25,5.65,22891215,598063098.8,84502
72,05/05/2020,EQ,27.4,27.65,26.5,27.05,26.7,26.6,26.86,174.25,5.65,16870245,453214467.1,83154
73,04/05/2020,EQ,27.5,27.65,26.6,27.9,27.1,27.05,27.06,174.25,5.65,22743110,615361486.8,96193
74,30/04/2020,EQ,28.7,28.95,27.7,28.05,27.85,27.9,28.37,213.5,5.65,32094929,910398761.3,106821
75,29/04/2020,EQ,27.0,29.35,26.6,27.25,28.3,28.05,28.23,213.5,5.65,42492004,1199646780.0,145468
76,28/04/2020,EQ,27.25,27.8,26.85,27.05,27.25,27.25,27.26,213.5,5.65,18704468,509967892.6,65001
77,27/04/2020,EQ,26.8,27.7,25.9,26.6,27.0,27.05,26.84,213.5,5.65,32510645,872561219.6,126513
78,24/04/2020,EQ,28.05,28.15,26.3,28.3,26.75,26.6,26.95,254.4,5.65,34135568,920113042.9,123302
79,23/04/2020,EQ,29.6,29.9,27.85,29.6,28.3,28.3,28.92,254.4,5.65,33488476,968589674.7,145896
80,22/04/2020,EQ,29.0,30.3,28.8,29.65,29.6,29.6,29.48,254.4,5.65,35026262,1032738107.0,156808
81,21/04/2020,EQ,29.4,30.45,27.55,29.45,29.55,29.65,29.48,254.4,5.65,76224557,2247227870.0,239510
82,20/04/2020,EQ,25.6,30.1,25.1,25.1,29.75,29.45,28.7,254.4,5.65,114977373,3300280513.0,332695
83,17/04/2020,EQ,25.1,25.5,24.7,24.6,25.1,25.1,25.03,269.9,5.65,26605391,665929032.1,137991
84,16/04/2020,EQ,24.3,24.95,24.05,24.5,24.7,24.6,24.56,269.9,5.65,18765964,460804555.0,127321
85,15/04/2020,EQ,24.1,25.95,23.85,24.1,24.65,24.5,24.85,269.9,5.65,39619400,984499253.7,152405
86,13/04/2020,EQ,25.0,25.0,23.55,24.9,24.15,24.1,24.08,269.9,5.65,26107072,628773400.9,135252
87,09/04/2020,EQ,25.0,25.3,24.5,24.75,24.95,24.9,24.94,275.45,5.65,26334529,656831381.9,122722
88,08/04/2020,EQ,24.5,25.5,23.3,24.55,24.85,24.75,24.76,275.45,5.65,37250348,922218372.4,182575
89,07/04/2020,EQ,25.4,25.4,23.8,24.1,24.6,24.55,24.41,275.45,5.65,35071970,856207341.5,171680
90,03/04/2020,EQ,24.5,24.95,22.8,23.95,24.2,24.1,24.03,286.0,5.65,45326980,1089410669.0,169289
91,01/04/2020,EQ,22.0,24.65,20.25,22.45,24.0,23.95,23.28,286.0,5.65,90387201,2103790054.0,272183
92,31/03/2020,EQ,25.55,25.55,22.05,24.9,22.3,22.45,22.99,286.0,5.65,75272601,1730516742.0,278607
93,30/03/2020,EQ,27.65,27.7,24.55,26.35,24.9,24.9,25.09,286.0,5.65,54983098,1379309890.0,211710
94,27/03/2020,EQ,29.05,33.25,26.0,26.6,26.65,26.35,28.29,286.0,5.65,118572207,3354572822.0,529306
95,26/03/2020,EQ,29.35,31.0,25.2,29.6,25.2,26.6,28.56,286.0,5.65,119575530,3415465247.0,426188
96,25/03/2020,EQ,35.3,35.5,28.5,35.0,29.45,29.6,30.54,286.0,5.65,95160537,2905951409.0,320674
97,24/03/2020,EQ,43.65,43.7,34.55,39.75,35.2,35.0,36.72,286.0,5.65,79664287,2925534355.0,306641
98,23/03/2020,EQ,41.3,49.5,39.25,45.85,39.65,39.75,43.95,286.0,5.65,93894255,4127009953.0,338588
99,20/03/2020,EQ,59.2,67.3,41.25,53.85,45.95,45.85,50.37,286.0,5.65,118192981,5953098941.0,506135
100,19/03/2020,EQ,61.65,61.8,42.8,60.45,53.6,53.85,52.35,286.0,5.65,147327988,7712115651.0,683223
101,18/03/2020,EQ,64.5,87.3,49.9,58.65,61.65,60.45,68.52,286.0,5.65,364152383,24950278857.0,1477010
102,17/03/2020,EQ,40.8,64.9,40.8,37.1,59.1,58.65,55.38,286.0,5.65,223463025,12376139126.0,784729
103,16/03/2020,EQ,26.7,40.4,26.05,25.55,37.05,37.1,35.96,286.0,5.65,166521851,5988013737.0,550545
104,13/03/2020,EQ,22.55,27.7,21.35,25.05,25.5,25.55,25.42,286.0,5.65,276663954,7033176561.0,466852
105,12/03/2020,EQ,28.7,28.7,17.45,28.8,25.05,25.05,25.18,286.0,5.65,337812521,8507438081.0,610137
106,11/03/2020,EQ,23.35,29.6,23.35,21.25,29.05,28.8,27.31,286.0,5.65,413676527,11296048427.0,680533
107,09/03/2020,EQ,17.0,22.8,16.2,16.15,21.35,21.25,20.24,286.0,5.65,727571816,14724650070.0,1070599
108,06/03/2020,EQ,33.15,33.15,5.65,36.8,16.6,16.15,14.75,286.0,5.65,1264917719,18659965778.0,1657599
109,05/03/2020,EQ,29.4,37.85,28.0,29.3,37.2,36.8,34.82,286.0,28.0,784703310,27321714942.0,1215263
110,04/03/2020,EQ,31.5,31.7,28.7,31.2,29.3,29.3,29.77,286.0,28.7,202851281,6039624533.0,311010
111,03/03/2020,EQ,32.45,33.3,30.5,31.55,31.4,31.2,31.78,286.0,29.0,164268356,5220185379.0,243059
112,02/03/2020,EQ,35.2,35.55,29.8,34.6,32.3,31.55,33.65,286.0,29.0,127750922,4298331619.0,213681
113,28/02/2020,EQ,35.15,35.85,34.3,36.8,34.35,34.6,34.93,286.0,29.0,141720001,4950341428.0,210153
114,27/02/2020,EQ,37.3,37.95,36.0,36.55,36.45,36.8,37.25,286.0,29.0,164315370,6120204093.0,239935
115,26/02/2020,EQ,34.9,37.05,34.45,35.15,36.9,36.55,35.99,286.0,29.0,149229469,5371119345.0,237216
116,25/02/2020,EQ,35.25,36.0,34.75,34.95,35.1,35.15,35.23,286.0,29.0,88184594,3107120237.0,150768
117,24/02/2020,EQ,35.5,35.9,34.15,35.45,35.2,34.95,35.12,286.0,29.0,105851722,3717053837.0,180344
118,20/02/2020,EQ,35.3,36.5,34.65,35.3,35.55,35.45,35.82,286.0,29.0,119436898,4278489956.0,212172
119,19/02/2020,EQ,34.0,36.2,33.6,35.05,35.35,35.3,34.96,286.0,29.0,127701131,4464980225.0,223661
120,18/02/2020,EQ,37.35,37.5,33.65,37.15,34.8,35.05,34.75,286.0,29.0,229070225,7960859165.0,345039
121,17/02/2020,EQ,39.5,40.1,36.6,38.9,37.35,37.15,37.67,286.0,29.0,116075992,4372752776.0,202087
